client_id,number_contacts,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
177,2,303,999,0,,0,1,2022-05-01
178,1,81,999,0,,0,1,2022-05-01
179,1,270,999,0,,0,1,2022-05-01
180,1,228,999,0,,0,1,2022-05-01
181,1,240,999,0,,0,1,2022-05-01
182,2,673,999,0,,1,1,2022-05-01
183,3,233,999,0,,0,1,2022-05-01
184,1,102,999,0,,0,1,2022-05-01
185,1,461,999,0,,0,1,2022-05-01
186,1,250,999,0,,0,1,2022-05-01
187,1,130,999,0,,0,1,2022-05-01
188,1,252,999,0,,0,1,2022-05-01
189,1,138,999,0,,0,1,2022-05-01
190,1,412,999,0,,0,1,2022-05-01
191,2,179,999,0,,0,1,2022-05-01
192,2,19,999,0,,0,1,2022-05-01
193,2,228,999,0,,0,1,2022-05-01
194,1,55,999,0,,0,1,2022-05-01
195,1,717,999,0,,0,1,2022-05-01
196,1,313,999,0,,0,1,2022-05-01
197,1,289,999,0,,0,1,2022-05-01
198,2,683,999,0,,0,1,2022-05-01
199,1,1077,999,0,,0,1,2022-05-01
200,2,146,999,0,,0,1,2022-05-01
201,1,167,999,0,,0,1,2022-05-01
202,2,356,999,0,,0,1,2022-05-01
203,1,277,999,0,,0,1,2022-05-01
204,1,172,999,0,,0,1,2022-05-01
205,1,218,999,0,,0,1,2022-05-01
206,1,217,999,0,,0,1,2022-05-01
207,1,67,999,0,,0,1,2022-05-01
208,1,291,999,0,,0,1,2022-05-01
209,1,248,999,0,,0,1,2022-05-01
210,1,256,999,0,,0,1,2022-05-01
211,1,286,999,0,,0,1,2022-05-01
212,1,477,999,0,,0,1,2022-05-01
213,2,611,999,0,,0,1,2022-05-01
214,1,471,999,0,,0,1,2022-05-01
215,2,381,999,0,,0,1,2022-05-01
216,1,251,999,0,,0,1,2022-05-01
217,1,408,999,0,,0,1,2022-05-01
218,1,287,999,0,,0,1,2022-05-01
219,3,322,999,0,,0,1,2022-05-01
220,2,216,999,0,,0,1,2022-05-01
221,2,366,999,0,,0,1,2022-05-01
222,1,210,999,0,,0,1,2022-05-01
223,1,288,999,0,,0,1,2022-05-01
224,1,168,999,0,,0,1,2022-05-01
225,1,132,999,0,,0,1,2022-05-01
226,2,64,999,0,,0,1,2022-05-01
227,2,209,999,0,,0,1,2022-05-01
228,3,410,999,0,,0,1,2022-05-01
229,1,177,999,0,,0,1,2022-05-01
230,2,580,999,0,,0,1,2022-05-01
231,1,165,999,0,,0,1,2022-05-01
232,2,127,999,0,,0,1,2022-05-01
233,1,357,999,0,,0,1,2022-05-01
234,1,175,999,0,,0,1,2022-05-01
235,1,300,999,0,,0,1,2022-05-01
236,1,136,999,0,,0,1,2022-05-01
237,2,125,999,0,,0,1,2022-05-01
238,2,189,999,0,,0,1,2022-05-01
239,3,213,999,0,,0,1,2022-05-01
240,2,238,999,0,,0,1,2022-05-01
241,1,124,999,0,,0,1,2022-05-01
242,1,18,999,0,,0,1,2022-05-01
243,2,730,999,0,,0,1,2022-05-01
244,1,40,999,0,,0,1,2022-05-01
245,2,181,999,0,,0,1,2022-05-01
246,1,79,999,0,,0,1,2022-05-01
247,2,142,999,0,,0,1,2022-05-01
248,1,389,999,0,,0,1,2022-05-01
249,1,702,999,0,,0,1,2022-05-01
250,1,151,999,0,,0,1,2022-05-01
251,1,211,999,0,,0,1,2022-05-01
252,1,117,999,0,,0,1,2022-05-01
253,3,232,999,0,,0,1,2022-05-01
254,2,408,999,0,,0,1,2022-05-01
255,3,370,999,0,,0,1,2022-05-01
256,2,179,999,0,,0,1,2022-05-01
257,1,46,999,0,,0,1,2022-05-01
258,1,200,999,0,,0,1,2022-05-01
259,1,50,999,0,,0,1,2022-05-01
260,1,181,999,0,,0,1,2022-05-01
261,1,119,999,0,,0,1,2022-05-01
262,1,361,999,0,,0,1,2022-05-01
263,3,73,999,0,,0,1,2022-05-01
264,2,67,999,0,,0,1,2022-05-01
265,1,350,999,0,,0,1,2022-05-01
266,2,150,999,0,,0,1,2022-05-01
267,2,332,999,0,,0,1,2022-05-01
268,2,611,999,0,,0,1,2022-05-01
269,3,58,999,0,,0,1,2022-05-01
270,1,151,999,0,,0,1,2022-05-01
271,2,89,999,0,,0,1,2022-05-01
272,1,152,999,0,,0,1,2022-05-01
273,2,611,999,0,,0,1,2022-05-01
274,2,110,999,0,,0,1,2022-05-01
275,1,463,999,0,,0,1,2022-05-01
276,1,962,999,0,,0,1,2022-05-01
277,2,102,999,0,,0,1,2022-05-01
278,4,10,999,0,,0,1,2022-05-01
279,3,118,999,0,,0,1,2022-05-01
280,2,92,999,0,,0,1,2022-05-01
281,3,143,999,0,,0,1,2022-05-01
282,3,189,999,0,,0,1,2022-05-01
283,2,75,999,0,,0,1,2022-05-01
284,2,189,999,0,,0,1,2022-05-01
285,2,55,999,0,,0,1,2022-05-01
286,3,935,999,0,,1,1,2022-05-01
287,2,56,999,0,,0,1,2022-05-01
288,2,5,999,0,,0,1,2022-05-01
289,2,225,999,0,,0,1,2022-05-01
290,2,125,999,0,,0,1,2022-05-01
291,2,286,999,0,,0,1,2022-05-01
292,2,206,999,0,,0,1,2022-05-01
293,2,164,999,0,,0,1,2022-05-01
294,2,98,999,0,,0,1,2022-05-01
295,2,446,999,0,,0,1,2022-05-01
296,2,742,999,0,,0,1,2022-05-01
297,2,120,999,0,,0,1,2022-05-01
298,3,122,999,0,,0,1,2022-05-01
299,4,362,999,0,,0,1,2022-05-01
300,2,357,999,0,,0,1,2022-05-01
301,2,200,999,0,,0,1,2022-05-01
302,2,107,999,0,,0,1,2022-05-01
303,2,267,999,0,,0,1,2022-05-01
304,2,248,999,0,,0,1,2022-05-01
305,2,215,999,0,,0,1,2022-05-01
306,2,209,999,0,,0,1,2022-05-01
307,2,205,999,0,,0,1,2022-05-01
308,3,261,999,0,,0,1,2022-05-01
309,2,83,999,0,,0,1,2022-05-01
310,3,106,999,0,,0,1,2022-05-01
311,2,106,999,0,,0,1,2022-05-01
312,2,108,999,0,,0,1,2022-05-01
313,2,214,999,0,,0,1,2022-05-01
314,2,358,999,0,,0,1,2022-05-01
315,2,453,999,0,,0,1,2022-05-01
316,2,364,999,0,,0,1,2022-05-01
317,2,136,999,0,,0,1,2022-05-01
318,2,173,999,0,,0,1,2022-05-01
319,2,241,999,0,,0,1,2022-05-01
320,3,224,999,0,,0,1,2022-05-01
321,2,148,999,0,,0,1,2022-05-01
322,2,230,999,0,,0,1,2022-05-01
323,3,199,999,0,,0,1,2022-05-01
324,2,196,999,0,,0,1,2022-05-01
325,4,111,999,0,,0,1,2022-05-01
326,3,231,999,0,,0,1,2022-05-01
327,3,316,999,0,,0,1,2022-05-01
328,2,240,999,0,,0,1,2022-05-01
329,3,669,999,0,,0,1,2022-05-01
330,2,425,999,0,,0,1,2022-05-01
331,2,121,999,0,,0,1,2022-05-01
332,5,174,999,0,,0,1,2022-05-01
333,5,88,999,0,,0,1,2022-05-01
334,3,313,999,0,,0,1,2022-05-01
335,4,135,999,0,,0,1,2022-05-01
336,2,152,999,0,,0,1,2022-05-01
337,3,402,999,0,,0,1,2022-05-01
338,2,221,999,0,,0,1,2022-05-01
339,2,213,999,0,,0,1,2022-05-01
340,3,144,999,0,,0,1,2022-05-01
341,3,158,999,0,,0,1,2022-05-01
342,3,220,999,0,,0,1,2022-05-01
343,2,325,999,0,,0,1,2022-05-01
344,2,254,999,0,,0,1,2022-05-01
345,2,503,999,0,,0,1,2022-05-01
346,2,680,999,0,,0,1,2022-05-01
347,4,421,999,0,,0,1,2022-05-01
348,3,130,999,0,,0,1,2022-05-01
349,2,164,999,0,,0,1,2022-05-01
350,3,174,999,0,,0,1,2022-05-01
351,2,113,999,0,,0,1,2022-05-01
352,2,195,999,0,,0,1,2022-05-01
353,3,347,999,0,,0,1,2022-05-01
354,2,208,999,0,,0,1,2022-05-01
355,4,404,999,0,,0,1,2022-05-01
356,2,396,999,0,,0,1,2022-05-01
357,2,98,999,0,,0,1,2022-05-01
358,3,229,999,0,,0,1,2022-05-01
359,2,350,999,0,,0,1,2022-05-01
360,3,88,999,0,,0,1,2022-05-01
361,2,379,999,0,,0,1,2022-05-01
362,3,168,999,0,,0,1,2022-05-01
363,3,190,999,0,,0,1,2022-05-01
364,1,158,999,0,,0,1,2022-05-01
365,1,210,999,0,,0,1,2022-05-01
366,1,102,999,0,,0,1,2022-05-01
367,1,306,999,0,,0,1,2022-05-01
368,1,64,999,0,,0,1,2022-05-01
369,1,218,999,0,,0,1,2022-05-01
370,1,77,999,0,,0,1,2022-05-01
371,1,54,999,0,,0,1,2022-05-01
372,1,344,999,0,,0,1,2022-05-01
373,1,195,999,0,,0,1,2022-05-01
374,1,202,999,0,,0,1,2022-05-01
375,1,286,999,0,,0,1,2022-05-01
376,1,278,999,0,,0,1,2022-05-01
377,1,189,999,0,,0,1,2022-05-01
378,1,83,999,0,,0,1,2022-05-01
379,1,18,999,0,,0,1,2022-05-01
380,2,184,999,0,,0,1,2022-05-01
381,1,235,999,0,,0,1,2022-05-01
382,1,290,999,0,,0,1,2022-05-01
383,1,133,999,0,,0,1,2022-05-01
384,1,318,999,0,,0,1,2022-05-01
385,1,437,999,0,,0,1,2022-05-01
386,1,402,999,0,,0,1,2022-05-01
387,4,501,999,0,,0,1,2022-05-01
388,1,1201,999,0,,1,1,2022-05-01
389,1,1030,999,0,,1,1,2022-05-01
390,1,253,999,0,,0,1,2022-05-01
391,1,149,999,0,,0,1,2022-05-01
392,1,144,999,0,,0,1,2022-05-01
393,1,69,999,0,,0,1,2022-05-01
394,1,243,999,0,,0,1,2022-05-01
395,2,769,999,0,,0,1,2022-05-01
396,3,135,999,0,,0,1,2022-05-01
397,1,231,999,0,,0,1,2022-05-01
398,2,442,999,0,,0,1,2022-05-01
399,1,199,999,0,,0,1,2022-05-01
400,1,455,999,0,,0,1,2022-05-01
401,1,152,999,0,,0,1,2022-05-01
402,1,124,999,0,,0,1,2022-05-01
403,1,424,999,0,,0,1,2022-05-01
404,1,43,999,0,,0,1,2022-05-01
405,1,154,999,0,,0,1,2022-05-01
406,1,393,999,0,,0,1,2022-05-01
407,2,203,999,0,,0,1,2022-05-01
408,2,140,999,0,,0,1,2022-05-01
409,1,326,999,0,,0,1,2022-05-01
410,1,483,999,0,,0,1,2022-05-01
411,1,259,999,0,,0,1,2022-05-01
412,1,227,999,0,,0,1,2022-05-01
413,1,673,999,0,,0,1,2022-05-01
414,1,576,999,0,,0,1,2022-05-01
415,2,180,999,0,,0,1,2022-05-01
416,1,90,999,0,,0,1,2022-05-01
417,1,505,999,0,,0,1,2022-05-01
418,1,245,999,0,,0,1,2022-05-01
419,1,186,999,0,,0,1,2022-05-01
420,1,208,999,0,,0,1,2022-05-01
421,1,623,999,0,,0,1,2022-05-01
422,1,180,999,0,,0,1,2022-05-01
423,3,496,999,0,,0,1,2022-05-01
424,1,118,999,0,,0,1,2022-05-01
425,2,102,999,0,,0,1,2022-05-01
426,1,342,999,0,,0,1,2022-05-01
427,1,225,999,0,,0,1,2022-05-01
428,3,185,999,0,,0,1,2022-05-01
429,1,276,999,0,,0,1,2022-05-01
430,1,87,999,0,,0,1,2022-05-01
431,1,744,999,0,,0,1,2022-05-01
432,1,262,999,0,,0,1,2022-05-01
433,1,271,999,0,,0,1,2022-05-01
434,1,141,999,0,,0,1,2022-05-01
435,2,198,999,0,,0,1,2022-05-01
436,1,150,999,0,,0,1,2022-05-01
437,1,241,999,0,,0,1,2022-05-01
438,1,196,999,0,,0,1,2022-05-01
439,1,149,999,0,,0,1,2022-05-01
440,1,264,999,0,,0,1,2022-05-01
441,1,246,999,0,,0,1,2022-05-01
442,2,309,999,0,,0,1,2022-05-01
443,1,140,999,0,,0,1,2022-05-01
444,1,175,999,0,,0,1,2022-05-01
445,1,136,999,0,,0,1,2022-05-01
446,1,1623,999,0,,1,1,2022-05-01
447,1,50,999,0,,0,1,2022-05-01
448,1,101,999,0,,0,1,2022-05-01
449,1,144,999,0,,0,1,2022-05-01
450,1,238,999,0,,0,1,2022-05-01
451,1,354,999,0,,0,1,2022-05-01
452,2,451,999,0,,0,1,2022-05-01
453,1,159,999,0,,0,1,2022-05-01
454,1,170,999,0,,0,1,2022-05-01
455,1,243,999,0,,0,1,2022-05-01
456,2,141,999,0,,0,1,2022-05-01
457,1,112,999,0,,0,1,2022-05-01
458,2,262,999,0,,0,1,2022-05-01
459,1,53,999,0,,0,1,2022-05-01
460,1,134,999,0,,0,1,2022-05-01
461,4,204,999,0,,0,1,2022-05-01
462,1,678,999,0,,0,1,2022-05-01
463,1,182,999,0,,0,1,2022-05-01
464,1,162,999,0,,0,1,2022-05-01
465,1,177,999,0,,0,1,2022-05-01
466,1,27,999,0,,0,1,2022-05-01
467,3,699,999,0,,0,1,2022-05-01
468,1,358,999,0,,0,1,2022-05-01
469,1,1677,999,0,,1,1,2022-05-01
470,1,529,999,0,,0,1,2022-05-01
471,1,310,999,0,,0,1,2022-05-01
472,1,47,999,0,,0,1,2022-05-01
473,1,379,999,0,,0,1,2022-05-01
474,2,30,999,0,,0,1,2022-05-01
475,1,472,999,0,,0,1,2022-05-01
476,1,113,999,0,,0,1,2022-05-01
477,1,114,999,0,,0,1,2022-05-01
478,1,116,999,0,,0,1,2022-05-01
479,1,448,999,0,,0,1,2022-05-01
480,1,264,999,0,,0,1,2022-05-01
481,1,169,999,0,,0,1,2022-05-01
482,1,145,999,0,,0,1,2022-05-01
483,1,288,999,0,,0,1,2022-05-01
484,1,381,999,0,,0,1,2022-05-01
485,2,176,999,0,,0,1,2022-05-01
486,1,215,999,0,,0,1,2022-05-01
487,1,278,999,0,,0,1,2022-05-01
488,2,188,999,0,,0,1,2022-05-01
489,2,174,999,0,,0,1,2022-05-01
490,2,226,999,0,,0,1,2022-05-01
491,2,111,999,0,,0,1,2022-05-01
492,2,157,999,0,,0,1,2022-05-01
493,1,46,999,0,,0,1,2022-05-01
494,1,49,999,0,,0,1,2022-05-01
495,1,374,999,0,,0,1,2022-05-01
496,1,349,999,0,,0,1,2022-05-01
497,1,325,999,0,,0,1,2022-05-01
498,2,233,999,0,,0,1,2022-05-01
499,1,531,999,0,,0,1,2022-05-01
500,1,153,999,0,,0,1,2022-05-01
501,1,80,999,0,,0,1,2022-05-01
502,1,198,999,0,,0,1,2022-05-01
503,1,568,999,0,,0,1,2022-05-01
504,1,918,999,0,,1,1,2022-05-01
505,1,82,999,0,,0,1,2022-05-01
506,3,198,999,0,,0,1,2022-05-01
507,1,211,999,0,,0,1,2022-05-01
508,1,120,999,0,,0,1,2022-05-01
509,1,269,999,0,,0,1,2022-05-01
510,1,128,999,0,,0,1,2022-05-01
511,2,166,999,0,,0,1,2022-05-01
512,1,211,999,0,,0,1,2022-05-01
513,1,369,999,0,,0,1,2022-05-01
514,1,91,999,0,,0,1,2022-05-01
515,2,267,999,0,,0,1,2022-05-01
516,1,198,999,0,,0,1,2022-05-01
517,2,371,999,0,,0,1,2022-05-01
518,2,288,999,0,,0,1,2022-05-01
519,1,221,999,0,,0,1,2022-05-01
520,1,427,999,0,,0,1,2022-05-01
521,1,310,999,0,,0,1,2022-05-01
522,1,158,999,0,,0,1,2022-05-01
523,1,198,999,0,,0,1,2022-05-01
524,1,145,999,0,,0,1,2022-05-01
525,1,247,999,0,,0,1,2022-05-01
526,1,102,999,0,,0,1,2022-05-01
527,2,179,999,0,,0,1,2022-05-01
528,1,73,999,0,,0,1,2022-05-01
529,2,263,999,0,,0,1,2022-05-01
530,2,342,999,0,,0,1,2022-05-01
531,1,41,999,0,,0,1,2022-05-01
532,1,13,999,0,,0,1,2022-05-01
533,2,79,999,0,,0,1,2022-05-01
534,1,358,999,0,,0,1,2022-05-01
535,1,162,999,0,,0,1,2022-05-01
536,1,150,999,0,,0,1,2022-05-01
537,1,26,999,0,,0,1,2022-05-01
538,1,250,999,0,,0,1,2022-05-01
539,1,792,999,0,,0,1,2022-05-01
540,1,146,999,0,,0,1,2022-05-01
541,1,440,999,0,,0,1,2022-05-01
542,1,289,999,0,,0,1,2022-05-01
543,2,242,999,0,,0,1,2022-05-01
544,1,123,999,0,,0,1,2022-05-01
545,2,161,999,0,,0,1,2022-05-01
546,2,268,999,0,,0,1,2022-05-01
547,2,259,999,0,,0,1,2022-05-01
548,1,26,999,0,,0,1,2022-05-01
549,1,153,999,0,,0,1,2022-05-01
550,2,424,999,0,,0,1,2022-05-01
551,1,375,999,0,,0,1,2022-05-01
552,2,179,999,0,,0,1,2022-05-01
553,1,383,999,0,,0,1,2022-05-01
554,1,440,999,0,,0,1,2022-05-01
555,1,195,999,0,,0,1,2022-05-01
556,3,1297,999,0,,1,1,2022-05-01
557,1,217,999,0,,0,1,2022-05-01
558,1,87,999,0,,0,1,2022-05-01
559,1,427,999,0,,0,1,2022-05-01
560,1,189,999,0,,0,1,2022-05-01
561,1,502,999,0,,0,1,2022-05-01
562,1,260,999,0,,0,1,2022-05-01
563,1,209,999,0,,0,1,2022-05-01
564,1,179,999,0,,0,1,2022-05-01
565,1,179,999,0,,0,1,2022-05-01
566,1,69,999,0,,0,1,2022-05-01
567,2,105,999,0,,0,1,2022-05-01
568,3,266,999,0,,0,1,2022-05-01
569,2,87,999,0,,0,1,2022-05-01
570,2,524,999,0,,0,1,2022-05-01
571,2,155,999,0,,0,1,2022-05-01
572,2,162,999,0,,0,1,2022-05-01
573,4,316,999,0,,0,1,2022-05-01
574,2,352,999,0,,0,1,2022-05-01
575,3,695,999,0,,0,1,2022-05-01
576,4,76,999,0,,0,1,2022-05-01
577,2,535,999,0,,0,1,2022-05-01
578,2,310,999,0,,0,1,2022-05-01
579,3,390,999,0,,0,1,2022-05-01
580,1,369,999,0,,0,1,2022-05-01
581,2,112,999,0,,0,1,2022-05-01
582,1,79,999,0,,0,1,2022-05-01
583,2,140,999,0,,0,1,2022-05-01
584,1,315,999,0,,0,1,2022-05-01
585,2,262,999,0,,0,1,2022-05-01
586,2,174,999,0,,0,1,2022-05-01
587,2,424,999,0,,0,1,2022-05-01
588,1,135,999,0,,0,1,2022-05-01
589,5,36,999,0,,0,1,2022-05-01
590,3,1906,999,0,,0,1,2022-05-01
591,2,219,999,0,,0,1,2022-05-01
592,1,135,999,0,,0,1,2022-05-01
593,2,147,999,0,,0,1,2022-05-01
594,2,407,999,0,,0,1,2022-05-01
595,4,402,999,0,,0,1,2022-05-01
596,1,209,999,0,,0,1,2022-05-01
597,2,92,999,0,,0,1,2022-05-01
598,1,208,999,0,,0,1,2022-05-01
599,1,193,999,0,,0,1,2022-05-01
600,1,65,999,0,,0,1,2022-05-01
601,2,284,999,0,,0,1,2022-05-01
602,1,285,999,0,,0,1,2022-05-01
603,1,231,999,0,,0,1,2022-05-01
604,1,278,999,0,,0,1,2022-05-01
605,1,389,999,0,,0,1,2022-05-01
606,1,158,999,0,,0,1,2022-05-01
607,2,78,999,0,,0,1,2022-05-01
608,5,258,999,0,,0,1,2022-05-01
609,1,87,999,0,,0,1,2022-05-01
610,2,147,999,0,,0,1,2022-05-01
611,1,635,999,0,,0,1,2022-05-01
612,1,289,999,0,,0,1,2022-05-01
613,3,170,999,0,,0,1,2022-05-01
614,1,802,999,0,,0,1,2022-05-01
615,2,381,999,0,,0,1,2022-05-01
616,4,218,999,0,,0,1,2022-05-01
617,2,57,999,0,,0,1,2022-05-01
618,2,304,999,0,,0,1,2022-05-01
619,3,241,999,0,,0,1,2022-05-01
620,1,230,999,0,,0,1,2022-05-01
621,4,79,999,0,,0,1,2022-05-01
622,3,262,999,0,,0,1,2022-05-01
623,2,392,999,0,,0,1,2022-05-01
624,2,201,999,0,,0,1,2022-05-01
625,1,145,999,0,,0,1,2022-05-01
626,1,252,999,0,,0,1,2022-05-01
627,1,329,999,0,,0,1,2022-05-01
628,2,328,999,0,,0,1,2022-05-01
629,2,191,999,0,,0,1,2022-05-01
